text,id
"@MofokengNessa @DebonairsPizza Its Truly sad, i really wanted to try out these but if this is what they actually se… https://t.co/YecBieusFb",5
"Crisis is about security squad whose job is to protect the country, but slowly they think that what they're protect… https://t.co/hXi82sPxyx",5
"Also, I am sad that the Lakers lost lastnight #techwell",5
"@fisayosoyombo @AgboehikeG @PoliceNG Johnson Babatunde Kokumo, the son of late High Chief Kokumo the former Balé of… https://t.co/V5pbt2mn6O",5
@hisfinelinesuit @Harry_Styles SIDNEY STFU NOW IM SAD,5
@SirStevenKJ @JackPosobiec Why hate to say it? Everyone knows this to be true. We are on the precipice of a second Civil war. Very sad.,5
@HawaiiDelilah It's is to much of there core sad to say.,5
@mpwords Seriously... if Being a fake UPSC aspirant is a show off for them... How sad their real life must be 🤣🤣🤣,5
@freakmonroe I'm so sad I never saw this 😭🥺,5
The fact that there’s only two editing clips videos for Jongho on YT makes me sad😔,5
"It is so sad to see our childhood heros grow old! 
BUT......
Come on fans, their family don't deserve to be dragged… https://t.co/OpoXG156XJ",5
"@ItsMutai So sad, i thought we'd swore never to go that route!",5
😪 going to bed alone on this beautiful Sunday morning... sad,5
"@schoolsucksFR ohhh don’t be sad, let’s be friends!!! aleeady followed u",5
"I hate insomnia I either end up sad, mad or both bc I think abt how I’m not where I wanna be w life 😆",5
@KennieJD This looks as sad as Amish Taco.,5
"@PollsOpen @getfiscal @HaleighHoffman I really like mckinnon, but the writing has gotten really bad the past few ye… https://t.co/oZ6VL1Z5bS",5
I just know I’m going to be so sad once this is over,5
"@nicosprezz Same. On one hand I'm like ""why even get mad when obviously Burr wants ppl to get mad"" but really...thi… https://t.co/XkHXbGpOwY",5
@kwontent i am so sad i didnt get to see bk and chan popping their pussies on the floor and instead i had to hear t… https://t.co/ZYV59QGwUs,5
kinda just sad and don't feel great and feel just like not valid and feeling useless u know those emotions and if s… https://t.co/aFozRWF4a2,5
@bajoonie That's sone sad shit,5
@JackDoorsey Such cringe worthy words and phrases our society is coming up with and it makes me so sad.,5
I’m so sad I stayed out here last night bc I should’ve went back home,5
I’m also overwhelmingly happy not just sad I PROMISE AGAHAHAHAHHAHAHAHAHAH I’m feeling a lot suddenly and I only kn… https://t.co/6ZvGHyHQyB,5
sad i cant sing happy birthday to him this year https://t.co/a7LGrHkg4m,5
"⠀ ⠀ ⠀ 😢
　   👨🏻‍🎓👨🏻‍🎓👨🏻‍🎓
    👨🏻‍🎓   👨🏻‍🎓　👨🏻‍🎓
   👌   👨🏻‍🎓👨🏻‍🎓 👌
  　  👨🏻‍🎓　👨🏻‍🎓
　   👨🏻‍🎓　 👨🏻‍🎓
　   👢     👢
howdy. i'… https://t.co/hJ1tQCbXJp",5
"gen, harry potter au, sad eyes, long distance",5
The Land Before Time had no business being that sad.,5
@Mares_Brianna @LOOTAVELI I disagree. I just don’t see it as helpful unless it ends in her getting actual help. Jus… https://t.co/OiiX9cQyAW,5
@imrealasim i am very sad gyas I don't know why not coming asim riaz in biggboss 14 I really miss you sir I am wait… https://t.co/rTkqpKEIXK,5
@PharmDame this is what I needed to hear!! thank you!! must fight off the preemptive SAD... I feel like I should st… https://t.co/BVvLhf6CrL,5
@stillgray So sad. 🙏,5
"Does anyone else just ever like... forget that some people are real people? Like, they have millions of followers,… https://t.co/FhTRjACb8Y",5
@Proggie76 @Figjamfan @JimmyNeesh Sad. Jerusalem isn’t yours nor it will be in the future,5
@vmisais at allll and im hella sad cuz it was so good when it was my friends😂😂,5
@AMISHDEVGAN It is sad that some few politician has always tried to distrub the harmony of society.,5
"This is sad. Papa has never liked me and my siblings to carpool, he hates it. I guess it's for this very same reaso… https://t.co/8NYRxkj76M",5
I’m doing everything I can to not slip into depression I don’t even have the time to be sad rn,5
"@jaggerbuddha @YouTube I dunno, I think it's kind of sad.
Either that, or infuriating thatthey haven't already… https://t.co/SmgplvRf1o",5
Cait is  really sad with Harlock because he licks shoes but that's not true,5
@ro_bot_dylan I am so sad and I am so sorry that I do not seem with you. I’m sorry.🌹,5
@BRUISEDLYNN im so sad I HATE IT HERE ):,5
@KevinAlessi6 @Chefshortt1 @FennellTomas @charliekirk11 I never heard anything racist about Obama....he was a terri… https://t.co/ZUxSzoiI6e,5
"People really envy one another, so sad 😕",5
guys i’ll actually be so sad if they don’t do louder than bombs that would be absolute torture,5
Don't be sad my friend just smile and say fu**** this live 😁,5
"@ajuvvan @StarMaa Ariyana Abhijeet dance, 😹😹 ilanti rare combinations Nag ye set cheyyali.. 😝. 
I strongly wishes A… https://t.co/eUKnezIlVz",5
@blissereauxx this tweet looks so so sad,5
"@RajaPetra Will be sad to see it closed, but given the abysmal past track record it may be for the better, if it happens.",5
so sad but for what ?,5
"@lucindabassett @Mikeyjmay @theJeremyVine @deasy_diane Scarily people still say that, someone answering this very t… https://t.co/UZ9wr7X3wd",5
@cenkuygur I feel sad for people that took the time to vote in 2016 only to end up with this mess. I feel sorry for… https://t.co/80f7wN3hPG,5
My childhood house just doesn’t feel like MY home anymore shits kinda sad....,5
Not necessarily such a sad life 😳🤣🤣🤣 Dying here 🤣🤣🤣🤣 https://t.co/9rmu12mLbf,5
aww 2015..  such a fun but sad time...,5
@thatuhohgirl It’s pretty idiotic and sad.,5
@hunnunuh Pretty sad and pathetic you out the male counterpart on blast when it's not his fault.  That's the libera… https://t.co/jys34Joubu,5
"Look at the SAD state of our wireless data network. I'm at Festival Mall right across Asian Hospital, this is a pri… https://t.co/3wuFgwCECT",5
"@_xx_Eh_xx_ @Sqftiesue @Ace_IsNotAFish i felt sad before when i got scammed, so the people that get scammed will fe… https://t.co/TiQ0vzHqSq",5
@kthsimpp SHUT UP ITLL BE GREAT (tho I'm still kinda sad about what happened the first time we did it..),5
@Rubricated This shit makes me sad,5
wait.. if you guys are actually just tweeting the stan golcha thing just for clout.. that's really fucked up I'm so sad:(,5
@killuapotato everytime I see baby metal I think about how ur family went to a baby metal concert without you and I… https://t.co/BSjiCcstiu,5
"remember in that danceracha vlive when felix's bracelet broke and he got really sad and said ""i'm heartbroken i wor… https://t.co/xyA3b26wsD",5
"#JusticeForJimohIsiaq 
Another Nigerian Youth killed by #Police 😭

His Sin👉 He asked for a better Policing of his f… https://t.co/m0ugzBf20p",5
@cenkuygur I'm sad for your dog.,5
"TW// sad, hurt

I don’t know what I expected. I understand the truth, but yet I still seem to hope and get hurt every damn time lmao",5
"@MeidasCeejay I don't know if it is drugs or mental illness, but this person needs help. It sounds to me like she… https://t.co/nj57polPnR",5
@SimuLiu Seriously?   So sad to see this and if a client is asking tell me who.   I will no longer buy their products,5
"@XantheClay We've seen local Indies close down here, they just couldn't weather the lockdown. Very sad indeed. But… https://t.co/n6qNSeZrAg",5
"@llamireille eden mourning over a dead nysa.
sad :'(",5
@maryashakil @LambaAlka Alka's name not on the list....very sad 🤣🤣🤣,5
@simmagolda And look so sad! ❤❤❤❤❤🐾🐾,5
@Gmaxi_32 Hard luck mate 💗 don't be sad 💙 you are 🌟,5
"@GXLDXN1D I'm sad for the caption but the video, I CAN'T STOP LAUGHING, SORRY GDSSCBKKUTFCH",5
@jkspn Wait bakit sad? HAHAHAHA also yes!! this one came with cuneiform lang!😂😂😂,5
@dee_pinkk1 Dee all them bitches deserve to burn even the teacher ! Now bitch uk damn well that ain’t right that ba… https://t.co/OdMmFrByiL,5
@Sportsfanbobby Is it sad I want to dart throw Carr lmao,5
@Queeen_Of_Bxlyn @CNNPolitics You missed the point.. sad,5
"i’ve been feeling so angry, lost, sad and i don’t know why. i am so mentally tired and i feel like a burden to thos… https://t.co/8VUhC08aul",5
"Hey you,
Are you sad. Is life bugging you. Are you scared to be alone? 
Welp step 1 take 3 shots. 
Step 2 turn your… https://t.co/9nNaH3wBm5",5
im fucking sad why do i have to be so stubborn and so picky and not give up on a guy i want like im so fucking lone… https://t.co/cROhLHKwTC,5
a happy personality and a sad soul in one 💔,5
"@Cazorla_Esque Man that's sad. FT has been toxic and abusive since long, glad that people are taking a stand now.",5
not me getting sad every time i remember that if i got into 5sos earlier i could’ve had the chance of going to that… https://t.co/lktHjPNzMl,5
"idk what it is about me that makes people ""forget"" to text me back so if someone knows pls let me know im tired of being hurt and sad",5
@NicolettaEastw1 @Freyasonfire @KipBrannon @mattthebassman @Socialiberalist @realDonaldTrump It’s sad that you clai… https://t.co/SFfrrL9FpV,5
so sad :'-( https://t.co/zqqMw8vMkE,5
@WSeriesRacing Sad day . Rest in Peace.🙏,5
@jadeskookie @vmoonIight for some reason we were making ourselves sad😭,5
"wouldn't exactly call 2018 a challenging time for me but I sure as fuck felt sad and empty inside for most of it, e… https://t.co/qc16pbdE8k",5
Am sad cause I miss my gf so imma play dragon age until I feel a little better 😢,5
@MoraMthonyama Hahahaha wow he brought laughter to sad faces there,5
@VirtueScenic I'm sad,5
@zazzy_cat How sad.  You seem to be a very empathetic cat.  Your mum is lucky to have such a sweet cat to hold her… https://t.co/XE9wSFMTTA,5
@FatStacksPearl Yea... kinda sad that they decided to do their game like that but all well I guess,5
this one of the pokemon designs that makes me so sad for some reason https://t.co/Q72AAg8teu,5
@ariana_smalls47 It seems everyone but Olbermann knows that no one has any interest in anything he has to say. He i… https://t.co/3NY0pPfuZp,5
what a fucking sad morning,5
@YellowCube7 You can’t make up you’re mind ? Let me help: it’s pathetically sad,5
Hey I am probably gonna be pretty sad these next two weeks so if I stream less I’m sorry 💕,5
Im in a room full of sad ppl.,5
going to watch the concert but idk if im gonna be active cause im really sad,5
"@KirenRijiju Sad,😕  No it's pathetic but this is the reality of politics.",5
@ekideme that's so sus but i'll trust u bro. if i die i'll be a sad donut ghost,5
@llawal_latifah @olusogaowoeye @mrmacaronii It would be sad and disappointing if the Government believes the Securi… https://t.co/o4EplOlaWX,5
@DanRodimer That is super sad. He is trying so hard. At least he did not assault them. 🥳. https://t.co/DGFhpSbVaX,5
"@daylyt30 Nah, URL crowds don’t listen like KOTD crowds do 😂 and that’s sad",5
Lil Mouse went out sad! Young boy trying to be something he’s not. Hurt a lot of people that really cared about him… https://t.co/Ysf7Yx2jOl,5
"When Trump called him lifeless... now u know why 

This is really sad",5
hate all u want but i’m beyond sad that i never got to hear WAP in the club during it’s peak 😔,5
sad tn and getting some chicken nuggets don’t tell my trainer 🥴 https://t.co/GESA7egfKo,5
NOOOOOO MY SAD GAY BOYS DONT FIGHT DONT FIGHT,5
This is so sad😔 https://t.co/w45ieY54P7,5
@oneabovall Seriously... if Being a fake UPSC aspirant is a show off for them... How sad their real life must be 🤣🤣🤣,5
@aayrgm dude that’s sick. you’re still a solid 100 miles away tho. it’s low key sad scrolling out and seeing i got no one around,5
@caitlinthememe thank u fhshajd and i know omg it’s so sad like baby let it out it’s okay,5
do you know how fucking sad it can be to lost a dog,5
"@freedomfairie @Anya_jebiga Exactly, which is sad to see. They miss the obvious dangers we are in by blindly follow… https://t.co/1lEJswzJNv",5
I’ll reread msgs that make me happy is that a love language? Lol. But if it makes me sad the whole thread is gone immediately,5
"Deepest condolences on the sad demise of Smt Parvatevva Ganiger (55), Mother of our beloved AYUSH doctor  Dr-sharan… https://t.co/K6dEGIGcum",5
"@Ash_Stewart_ @jadeylady86 @Telegraph Truly sad.

In more than 2 years here I’d never seen a single person sleeping… https://t.co/VGssa1JX6A",5
i was hoping for pelvis changbin to show up 😭😭😭😭 but i got cuteness instead... i dont know if im happy or sad...,5
@jaasi4444 @malludropshiper So sad,5
It is sad. I even saw my friends supporting this and I’m like wtfish. Yes she looks good on these pics. Don’t norma… https://t.co/pCpC2YLtmc,5
Never Mind My Motivation Went Down The Drain And I’m Sad Again,5
It’s well known truth that daughters can go to any extent for their parents but in a patrichal society still people… https://t.co/D4pG1zlOFy,5
@tomurajoyfriend i think a quirkless vigilante deku would be AMAZING but the sad truth is that he couldn’t make it… https://t.co/YOyJVoYwH0,5
Sad part I been ready for a man but every body out here still living like teens,5
"@confusedabout @real_defender @SpeakerPelosi Oh dear. How sad. Never mind,",5
"Robert differed with his friends.  Robert was always happy, while Jon was always sad.",5
I wish I could say I'm surprised but .....   Am sad to hear that for you the first @AllBlacks game against Australi… https://t.co/L2BHoXMS8N,5
still sad :(( miss him https://t.co/TisjRHHMK3,5
Sad girl hrs,5
@MejlumyanAni @ronzheimer yeah idk if I should laugh or cry at how sad it is,5
yeah thank you just keep sending me sad faces HAJKHFUSJKSD ;-;,5
"@IDoTheThinking I don’t know what I was expecting from the replies, but they made me sad. We contort ourselves into… https://t.co/MyUkGXUEF7",5
"Robert differed with his friends.  Robert was always sad, while Tony was always joyful.",5
@fromthe_walls Don’t beee sad your birthday is coming let’s gooo,5
@1111Starchild @MidNyxed Problem is they are being enabled/encouraged. It makes me sad as it likely won't end well.… https://t.co/vF8gi60UAf,5
"My friend said she was chatting with you and praying together, while you were not chatting with me

Make me sad so sad",5
"tw // cancer, death.
I hope it's not too much... cancer is not a joke and it's a serious topic... even though it's… https://t.co/ozwhlekr6f",5
i’m so sad we went to the cat shelter &amp; there was the cutest most affectionate black cat ever and its name is 黑豆 (b… https://t.co/nXUrdJ4FJP,5
@KrishnaPreetha8 ohhh so sad such a sexy ass she has and missing all the love a man can give her by his toungue,5
"But please, if you find yourself in the midst of guys with no equal proportion to females, evaciate that scene till… https://t.co/EQ1E8A2L3j",5
So sad for everyone involved https://t.co/DNMZQNOVFS,5
"@Misohoknee_ @kolonkancer4u @joelanthony77 @herosnvrdie69 @DebraMessing Bro, that’s no case. That you being a lazy… https://t.co/aNW4WARIa3",5
her life must be so sad...or maybe i'm just far https://t.co/WA0hePuXP4,5
Incredibly sad https://t.co/QR6IQ1QZ91,5
@lzttrz_ they’re sum sad ass angry ass people woah :/,5
@3days3nights So sad,5
@Rainolaguer I am sad that Ceris and Daryll didn't have plot armor,5
"Run era, the sad gays that can’t communicate",5
@SadBoiLoco559 I’m so sad now 🥺,5
@sad_and_alone09 Good to hear from you again,5
i’m so happy that we get to see them again tonight but also sad that’s it’s the last day of the concert,5
"@SenatorSinema your Kelly commercial says AZ deserves an “independent voice” in DC, yet you have consistently voted… https://t.co/B5jNLcXvh8",5
"I know Nic White is living his best life playing in the #BledisloeCup, but I can't help but feel sad that he isn't… https://t.co/ZdwRDbXPbP",5
@c3convertase Just infuriating to read this last part! So sad. What a horrible system.,5
@inthenow It's  a very sad thing to this in America but why so many power to the police what happen to the Humanity,5
"This is a story about when my uncle taught me to make pancakes. First we added flour, then we added butter, and fin… https://t.co/qwEqnSXIsW",5
I really want a little fish but I’d feel so sad about how lonely he would be in the bowl.,5
unsaid emily hits different when you’re already feeling sad tbh,5
"Someone said in Nigeria “we don’t have natural disasters, naturally we are disasters” and that’s sad. #EndSARS",5
it was my parents anniversary yesterday and im so sad i miss them so much i want to be back at home https://t.co/mOQgkJ1CRd,5
"@Corpse_Husband Don't Care about it mate ! In the eyes of some you're ""trending"" right now, so they want a part of… https://t.co/vfb6OIvLpT",5
@DragonflyJonez I've never seen anyone go out that sad,5
@filteryeosang NO why r u sad 😡,5
@vld_bha Sad to read. Get down to non league mate they value every supporter there and you would be surprised at the quality 👍🏻,5
@BellaRudd1 @Childermass4 Why is it ugly!!?? Now I’m sad.,5
@unstabledyke aha hey,5
@singhcbk @honeyviscous Ohho. Tell @honeyviscous. Why so sad.,5
"@KellyO WOW, SAD TO DO THIS FOR MONEY !!! THEY ARE NOT AMISH LOL !!! https://t.co/iqRQeZSj4H",5
@eunuasstoofat i’m sad 😭😭😭😭😭😭😭,5
"@BitchTheres_7 im scared D: i just realized the ""not a soul in the arena part"" so im scared AND sad now",5
@KyutieSicko I'm sad this was not in the DVD :(,5
Sad Boi Hours Pls Help | Amung Us W/ A Full Group |  https://t.co/LzcIOpAZGi,5
PROTECT ZHAO GUANYU AT ALL COST HE DOESN'T HAVE TO DESERVE THIS KIND OF TREATMENT MY BABY HAS BEEN WORKING SO HARD… https://t.co/fvelifhsVJ,5
@XIaine_ you’d have to be sad on an inhuman level to have your rooms look like this,5
"@70SRUEL - i wish u were gay (claud)
- sofia (clairo)
- bags (clairo)
-rue (girl in red)
- strawberry blonde (mitsk… https://t.co/RdN6HdmNU4",5
"He should be here, and I just hope he is making fun of me @ the moment for being sad lol",5
@SAD_istfied TAKE 🥡 A 😊 BREAK 🥣 DONT ❌ OVERWORK 😣 YOURSELF ❤️,5
Sad truth! Some people protest because they wanna see celebrities 🚶🏾‍♂️🥺😭.. Please don’t do this let’s #EndSARS… https://t.co/yQtAmiyAGg,5
Rip to everyone thats dying this shit is so sad,5
@sad_cosmos_ poggers,5
@dearseungminie yeap!! they deserve it too bc they work hard with that!! :))) but you deserve it too don't be sad!!,5
@Penelope_Makala Joh am so sorry babe people get mugged almost everyday in vereeniging it's so sad hle I once tried… https://t.co/OCTxnLsthB,5
"I'm a little sad I have to say this but:

please don't enter my raffle if you're using an account that's just for g… https://t.co/uaoXInlkIe",5
@PressSec How sad. This is the @PressSec now. Let's restore dignity to the role. #VOTE,5
I can’t believe we laid our Eva girl to rest. We are so sad 💔 https://t.co/OHBc2SauTi,5
@stillgray Oh man. Sad.,5
@jadeskookie @joonsjcde We were having a sad hour😭,5
@DayDream98765 @Remisagoodboy On an official tour funded by British govt and instead of lifting the local charities… https://t.co/2ttnNcUoJN,5
"A sad but true chronicle of our times. 

Keep track of @realDonaldTrump disgusting actions during COVID-19 here:… https://t.co/CCcAHQkg7c",5
@ysfIeur don’t sad,5
@valavoosh So sad to hear this. She was my instructing attorney for many Human rights case when i was still at the… https://t.co/3wjUoi9d9w,5
bro im sad,5
sometimes the only reason why you won’t let go of whats making you sad is because it was the only thing that made you happy.. 😞,5
This is the sad reality - It could be anyone.  #EndSars https://t.co/vC9cJhfUuq,5
"@CosmicAmbition @Blue_Rose173 @of_karen79 I'm not the liar, so that's good.  

Does that make you a goat?

And you'… https://t.co/Vq2LmOSZUF",5
"He was so sad, devastated, disappointed or whatever he feels soooo down. And I was so stupid!!! 😢😢😢
One week passed… https://t.co/JTS82HgmAA",5
@txtiIy zoe hugs are my weakness and he gives the best ones i'm sad,5
No one cares when your sad or crying they only care when your making mistakes and “happy”,5
"""she wished she had good friends like us"" .... this is sad but I’m glad she knows that her friends aren’t REAL ones https://t.co/F8y06CLeFH",5
A lot of people never heard of Money Man until Lil Baby and that’s sad,5
@sgruber @abakcuh @ByronYork Sad people just make things up when they can easily go online and see the many bills h… https://t.co/KuLGNUouBr,5
"I was sad when he was transferred to the third section on our third year. But luckily for me, we've got one same su… https://t.co/icaHtmj1g9",5
"@AdebayoPhoenix @stelladamasus @UN Sad but true.

But at least let the Nigerian story be at their table too.",5
@DanRather Not even the same thing but okay 🤪🙄 It’s sad to witness your mental decline just like your journalistic… https://t.co/uQ2dxLmiJE,5
Exhausted n sad man :(,5
@tastefullysaucy 😔😔😔😔 I’m so sad 😭😭😔 https://t.co/nDvq7lEdnw,5
"@NSomTimes So, so sad for Mike, Chris and the team 💕😰",5
now i am sad and i miss jun,5
@mistermaliq @drealspry The sad thing now is they will put their wives and kids in danger with their heartless acti… https://t.co/vwPVbEjbp1,5
"“i wasn’t dead, i was just really, really sad” is a whole mood. #TheHauntingofBlyManor",5
"@kimytae_ Yeahhhh,,but i'm still sad that I can't watch it legally 😭 but i still don't mind , at least i enjoy it,… https://t.co/fQ80YV1TT8",5
@LivingScribe Don't make me sad.,5
The sad part is just how people give up at some point 😀,5
"Hey don't be sad, cheer up☺️",5
"when i'm sad, the weather's sad. maybe i'm thor.",5
"me not feeling safe going out at night in la for boba is saving my wallet so much money 
but also i really want bob… https://t.co/E5g576WwTf",5
BAOBAB FRUIT : The Sad Truth Behind Madagascar's Iconic Tree - Weird Fru... https://t.co/BnHYQXuJDa via @YouTube,5
@FuctupMike It’s real. The man shot was helping out neighborhoods as well as ministering. Sad,5
caren sad,5
"💌 i remember being sad tweet-ed that and seeing him liking it sending unexplainable feeling 
https://t.co/vmHj2cySci https://t.co/u9g7mX8ZjM",5
@duty2warn @t_sut So sad.,5
"Grimes spouts brainless DANGEROUS right wing rubbish😡🎂😥. I'm furious, sad but also scared. Our irresponsible, uncar… https://t.co/o277zR1IGq",5
@bIoodsline pls this is so sad,5
"@ttomlnsnhp lmao now is sad hours for me, ily bye",5
Me trying yet another thing in hopes it’ll lead to my dad saying he loves me or is proud of me (I know he loves me… https://t.co/16WlVQJ8P4,5
@LuckyovLegends God watching the follow up videos makes me sad she seems so unstable,5
Oh my god....The Haunting of Bly Manor (sequel to @netflix Haunting of Hill House) is so SAD! I feel like I need to… https://t.co/8uRi2LveWi,5
@skzsoob @pcyfIrt how sad https://t.co/hx4IEbkq3f,5
@Me_That_One_Guy Tbh it’s kinda sad. We’re dividing into the further extremes and neither candidate wants to make t… https://t.co/KulOtVSBtJ,5
This month I discovered that Alfredo sauce is not vegetarian I’m sad,5
i feel so sad,5
@lalalachaeng dont be sad https://t.co/OxNquCVlaT,5
Am sad I can't write good,5
@HerRoyalNene Sad news to hear and I have to go home this week again 😭,5
@kaayliianna Soo sad,5
@OfficialOAFC Such kind words Iain. You were a legend for us. It was sad when you left to manage Palace.,5
@supermankeyser @relationwich @markavilez89 @rob_174 @AnnaKendrick47 You’re trying to switch up my words now... sad,5
very sad https://t.co/TqzILNSbrN,5
"@Ti_Snowflake @kurteichenwald @sladesr Notwithstanding that her view on court packing seems quite distorted, If she… https://t.co/TGrX63qzGJ",5
I’m too sad.,5
"@HiddenCash Right now i most need money for  food were really in deep struggle and it's true, my mom's birthday is… https://t.co/SGHLJjXUke",5
"Dave differed with his friends.  Dave was always confused, while Curtis was always sad.",5
i was sad and now im high maaaan we live in a stimulation,5
#Naruto: #Shippuden Episode 314: The Sad Sun Shower is on #Toonami! https://t.co/TdfDHKMgqE,5
"@JoeBiden @DevinCow What’s so sad is that for the small businesses, restaurants, entertainment venues, and retailer… https://t.co/vUMz3VSu6G",5
@JJKDI0R This was sweet and sad. thank you for helping others,5
this is rlly sad n all but why are they all so hot fuck 💀 https://t.co/H5lBGcX6hE,5
I’m honestly going to start doing this when I feel sad. https://t.co/Zl2j4mKzjC,5
I’m just so tired and so sad and I’m so much pain and so FED UP,5
i literally JUST woke up it’s too early to b sad i’m going back to sleep,5
@GirlsHealthEd @AngelaNYoung1 @WHO This is so sad . Adolescent mothers are facing emotional challenges and they need our attention .,5
"@Gerxixi *pats the Doctor's cheek*

Now, don't get sad. You won't look good like that.",5
@TOFREEDOMMMMMM I come back to this tweet everytime I’m sad,5
no I ain’t happy niggas going out sad I’m still in my bag💰,5
@nytimes It says to me that the ones who won’t wear a mask have a fragile masculinity. Sad,5
@TINY28TWT I love u don’t be too sad,5
he let me go and I’m not really sad about it :),5
Wow I’m so sad! I lost my fav lip gloss 😩💔,5
Yo this movie sad asf,5
This is so sad to watch #RIPJimohIsiaq #EndPoliceBrutalityinNigeria #EndSarsNow https://t.co/fNw0hu3y0G,5
@btsaeso I'm feeling really upset it's not working for me. I'll miss the concert today  I feel sad,5
im lowkey actually so sad it was so fun and we were all like capping on each other they need to add a thing where u… https://t.co/08sWaI3KF1,5
"@realGregGilbert @Susaninlaguna @Timcast Oh I'm sorry bud attempting to discredit victims very sad.
Keep grasping t… https://t.co/bX2WcEPtia",5
ha i shouldnt be sad,5
"My stream just keeps buffering. I'm so sad. 
#MapOfTheSoulOne #MapOfTheSoulOne_D2 @BTS_twt",5
"Not Alyssa saying GEazy died trying to talk about someone else, I really got so fucking sad 😫😂",5
"The fact that Gyro Zeppeli isn’t a living, breathing person,,,,, it’s a sad world we live in",5
"@realDonaldTrump @dbongino @DEBSIMMONS14
Majority of Rich Libs&amp;Dems HATEUSA/Conservatives.
they R so desperate ....… https://t.co/GgIp8ZJOcL",5
someone in among us said “who would name their child belinda” and now i’m sad,5
"i’m pained, sad and tired #EndPoliceBrutality",5
he looks like the softest boy im sad https://t.co/dTJ6duW7js,5
im sad again i think i dont find bird app fun anymore,5
"@HohoChan657 @Xanavi22 @BBCWorld Incredible. The editor fell asleep again. And, Taiwan has fallen behind to a level… https://t.co/AXpJ0uRv0S",5
sad nigga hours,5
@JefferyxBball “sad depressed emo songs” or “funny band interviews”,5
"i just finished how i met your mother, now i’m sad",5
Ah ha I’ve reached peak sad hours again great times,5
@notzawad I’m really sad that he ain’t smack the fuck out the bitch,5
@radicalaimeee 😔 living that best sad life as possible 🧏🏾‍♂️,5
mostly bc i would like to talk to people about this book but also i think its just a good one. creepy and often fun… https://t.co/0LmXgf06wl,5
I don’t even know if they’re joking but I’m very sad about this https://t.co/9fWy3pXy8y,5
@blackxtea2 @obamakinnie This is for literally everyone. I havent seen a single person that hasnt survived a cancel… https://t.co/xLWzRMXoaA,5
@sunaisking pain,5
"im sad, trans gener, and bored plz confess ur crush on me or just say hi or whatever you want plz 
https://t.co/IQBEcRVjnK",5
@LeeLee2k @DeaconBlues0 Takes some talent to pull that off.... now just imagine if he could do a 180 and use his ta… https://t.co/TPJyHSvG3w,5
don't wanna be the reason for one more sad song,5
@jnkflms no that's sad,5
"@ParulTi41423707 @BiggBoss_Tak Don't worry. It won't be more vulgar than ur tweets. Sorry but not sorry.
I m sad to… https://t.co/uYJsMEls3B",5
It’s only been a few days but still am so sad about Eddie Van Halen passing away. I remember playing each newly rel… https://t.co/pXKp5pIc12,5
Me crush lives 4 hours and 30 min away Im #sad,5
SO my mom accidentally bought oatmeal raisin cookies instead of chocolate chip and i’m the only one who likes oatme… https://t.co/VG0fNCaslN,5
Is that blood? It’s sad I have to ask but the way there plate looking.. it might be. https://t.co/pGAVNIRyWZ,5
My heart hurts so badly to hear what ryan has done....,5
I just watched Òlòtūré and that shit is sad asf.,5
speak to me. i  am sad https://t.co/ytO20N79gk,5
@BeckySpooner1 @IslandGirlPRV Yes. She has a right to her views. When she expresses them in the marketplace of idea… https://t.co/bgMyAu9TAt,5
lrt I’m sad No crying before bts save tears for bts,5
"It's sad how when my parents call my brother he acts as if he's tired of them, but when his ""significant other"" doe… https://t.co/HF8qwCGiNG",5
@ImjustagirlJm It makes me so sad to see you selling all of your lovely items.........I agree this item is priced too low...way too low.,5
Alcohol really do taste better when you’re sad,5
wtf meatbun-nim! let chu wanning has his sad thought after they finish papapa!!!,5
@yowesgus We sad😭,5
@virendersehwag You were the captain of Delhi Capitals for 2 years? Did you feel sad that time?,5
lets not forget that meatbun would write a porn with sad thought in it.,5
@realDonaldTrump You are a sad man.,5
@ryujinnity Lol idk what to think about it but they don’t need to point out everything ofc the idols who didn’t win… https://t.co/ktHIcWGe0W,5
@marialabougie why sad,5
run always makes me sad :(,5
"@deniselynne1966 @EzekielsPayton OMG 🥴 Bowlfullofshit is going after Melissa, Norman, JDM, YNB ... all those who ar… https://t.co/FZ04KGyUTF",5
I don't know but the Taliban did! No joke here. SAD https://t.co/RJdbg1mesr,5
Bitch this is no Xbox you can’t play me,5
I am actually sad and angry to know why this anime won't get another season. Might read the light novels. https://t.co/W5l8qNgYqN,5
@JuicyMelons_ Leave me alone. I’m sad,5
Has everyone else watched the Vice video 10 times already? It makes me so sad but i keep going back to it,5
"@BtchNavy aw, it’s sad but i can understand where you’re coming from. take care of yourself and stay healthy and ha… https://t.co/0opJqRElQ3",5
"Book 9 done: Gone with the Wind by Margaret Mitchell

I've never been this sad to reach a book's ending. I didn't f… https://t.co/9IHylNbXFC",5
"recently i started to write some rp again and lets just say, i can write smut again. it not much, but maybe, just m… https://t.co/jteaewp08i",5
I just realized.. there is no bapsae anymore :(( and im sad,5
@puppyrelp_ @NeahChanArt I'd be a mix between fresh lust in lust and sad flower Boy,5
@iirtwreda aaaa ik that feeling~~ u should still update !!! i bet its rlly nice even if u think it looks sad 😥 it c… https://t.co/S1xfP8G6Uk,5
@top__today im so sad wtf :(,5
